Batch,School,Divisions,Sports,Conference,Current Rating,Current Source,US News Name,US News Rank,US News Category,US News URL,Niche Academics Grade,Niche URL,Status,Notes
109,Plattsburgh State,NCAA D3,mens,SUNYAC,6.2,rated,,,,,,,todo,
109,Plymouth State,NCAA D3,mens+womens,LEC,6.2,rated,,,,,,,todo,
109,Pomona College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
109,Pomona-Pitzer,NCAA D3,mens+womens,SCIAC,10,rated,,,,,,,todo,
109,Pratt Institute,NCAA D3,womens,Atlantic East Conference,,,,,,,,,todo,
109,Principia College,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,,,,,,,,,todo,
109,Puget Sound,NCAA D3,mens,NWC,8,rated,,,,,,,todo,
109,Ramapo College of New Jersey,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
109,Randolph College,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
110,Randolph-Macon,NCAA D3,mens,ODAC,8.2,rated,,,,,,,todo,
110,Randolph-Macon College,NCAA D3,womens,Old Dominion Athletic Conference,8.2,rated,,,,,,,todo,
110,Regent University,NCAA D3,womens,Coast-to-Coast Athletic Conference,,,,,,,,,todo,
110,Rensselaer,NCAA D3,mens,Liberty League,9.5,rated,,,,,,,todo,
110,Rensselaer Polytechnic Institute,NCAA D3,womens,Liberty League,9.5,rated,,,,,,,todo,
110,Rhode Island College,NCAA D3,mens,LEC,6.6,rated,,,,,,,todo,
110,Rhodes,NCAA D3,mens,SAA,8.8,rated,,,,,,,todo,
110,Rhodes College,NCAA D3,womens,Southern Athletic Association,8.8,rated,,,,,,,todo,
110,Ripon,NCAA D3,mens,MWC-D3,6.5,division-modal,,,,,,,todo,
110,Ripon College,NCAA D3,womens,Midwest Conference,6.5,division-modal,,,,,,,todo,
111,Rivier,NCAA D3,womens,,6,placeholder,,,,,,,todo,
111,Roanoke,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
111,Roanoke College,NCAA D3,womens,Old Dominion Athletic Conference,6.5,division-modal,,,,,,,todo,
111,Rochester,NCAA D3,mens,UAA,9.8,rated,,,,,,,todo,
111,Rochester Institute of Technology,NCAA D3,mens+womens,Liberty League,9,rated,,,,,,,todo,
111,Rockford University,NCAA D3,womens,Independent,,,,,,,,,todo,
111,Roger Williams,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
111,Roger Williams University,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
111,Rose-Hulman,NCAA D3,mens,HCAC,9.5,rated,,,,,,,todo,
111,Rose-Hulman Institute of Technology,NCAA D3,womens,Heartland Collegiate Athletic Conference,9.5,rated,,,,,,,todo,
112,Rowan,NCAA D3,mens,NJAC,6.5,division-modal,,,,,,,todo,
112,Rowan University,NCAA D3,womens,New Jersey Athletic Conference,6.5,division-modal,,,,,,,todo,
112,Rutgers University-Camden,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
112,Rutgers University-Newark,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
112,Rutgers-Camden,NCAA D3,mens,NJAC,6.2,rated,,,,,,,todo,
112,Rutgers-Newark,NCAA D3,mens,NJAC,6.2,rated,,,,,,,todo,
112,Saint Elizabeth University,NCAA D3,womens,United East Conference,,,,,,,,,todo,
112,Saint John Fisher,NCAA D3,mens,Empire 8,6.5,division-modal,,,,,,,todo,
112,Saint John Fisher University,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
112,Saint Joseph's (ME),NCAA D3,mens,NAC,6.5,division-modal,,,,,,,todo,
113,Saint Lawrence,NCAA D3,mens,Liberty League,8.8,rated,,,,,,,todo,
113,Saint Mary's (MN),NCAA D3,mens,MIAC,8.2,rated,,,,,,,todo,
113,Saint Mary's College (IN),NCAA D3,womens,Michigan Intercollegiate Athletic Association,,,,,,,,,todo,
113,Saint Mary's University of Minnesota,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,,,,,,,,,todo,
113,Saint Norbert College,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
113,Saint Olaf,NCAA D3,mens,MIAC,8.8,rated,,,,,,,todo,
113,Saint Vincent,NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
113,Saint Vincent College,NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
113,Salem College,NCAA D3,womens,USA South Athletic Conference,,,,,,,,,todo,
113,Salem State University,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,,,,,,,,,todo,
114,Salisbury,NCAA D3,mens,CAC,6.5,division-modal,,,,,,,todo,
114,Salisbury University,NCAA D3,womens,Coast-to-Coast Athletic Conference,6.5,division-modal,,,,,,,todo,
114,Salve Regina,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
114,Salve Regina University,NCAA D3,womens,New England Women's and Men's Athletic Conference,6.5,division-modal,,,,,,,todo,
114,Sarah Lawrence College,NCAA D3,womens,Skyline Conference,8.8,rated,,,,,,,todo,
114,SCAD,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
114,Schreiner University,NCAA D3,womens,Southern Collegiate Athletic Conference,,,,,,,,,todo,
114,Scranton,NCAA D3,mens,Landmark,8.2,rated,,,,,,,todo,
114,Scripps College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
114,Sewanee: The University of the South,NCAA D3,womens,Southern Athletic Association,,,,,,,,,todo,
115,Shenandoah,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
115,Shenandoah University,NCAA D3,womens,Old Dominion Athletic Conference,6.5,division-modal,,,,,,,todo,
115,Simmons,NCAA D3,womens,,6,placeholder,,,,,,,todo,
115,Simpson (IA),NCAA D3,mens,Iowa Conference,6.5,division-modal,,,,,,,todo,
115,Simpson College,NCAA D3,womens,American Rivers Conference,,,,,,,,,todo,
115,Skidmore,NCAA D3,mens,Liberty League,9.2,rated,,,,,,,todo,
115,Skidmore College,NCAA D3,womens,Liberty League,9.2,rated,,,,,,,todo,
115,Smith College,NCAA D3,womens,New England Women's and Men's Athletic Conference,10,rated,,,,,,,todo,
115,Southern Maine,NCAA D3,mens,LEC,6.5,division-modal,,,,,,,todo,
115,Southern Virginia,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
116,Southern Virginia University,NCAA D3,womens,USA South Athletic Conference,6.5,division-modal,,,,,,,todo,
116,Southwestern (TX),NCAA D3,mens,ASC,8.5,rated,,,,,,,todo,
116,Southwestern University,NCAA D3,womens,Southern Athletic Association,,,,,,,,,todo,
116,Spalding University,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,,,,,,,,,todo,
116,Springfield,NCAA D3,mens,NEWMAC,6.5,division-modal,,,,,,,todo,
116,Springfield College,NCAA D3,womens,New England Women's and Men's Athletic Conference,6.5,division-modal,,,,,,,todo,
116,St Lawrence University,NCAA D3,womens,Liberty League,8.8,rated,,,,,,,todo,
116,St Mary's College of Maryland,NCAA D3,womens,United East Conference,8.2,rated,,,,,,,todo,
116,St Olaf College,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,,,,,,,,,todo,
116,St. Catherine University,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,,,,,,,,,todo,
117,St. Joseph's (NY),NCAA D3,mens,Skyline,6.5,division-modal,,,,,,,todo,
117,St. Joseph's University (Brooklyn),NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
117,St. Joseph's University (Long Island),NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
117,St. Mary's College of Maryland,NCAA D3,mens,CAC,8.2,rated,,,,,,,todo,
117,St. Norbert,NCAA D3,mens,MWC-D3,6.5,division-modal,,,,,,,todo,
117,St. Scholastica,NCAA D3,mens,UMAC,6.5,division-modal,,,,,,,todo,
117,Stevens Institute of Technology,NCAA D3,womens,Middle Atlantic Conference (Freedom),,,,,,,,,todo,
117,Stevens Tech,NCAA D3,mens,MAC,9.5,rated,,,,,,,todo,
117,Stevenson,NCAA D3,mens,MAC Commonwealth,6.5,division-modal,,,,,,,todo,
117,Stevenson University,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),6.5,division-modal,,,,,,,todo,
118,Stockton,NCAA D3,mens,NJAC,6.5,division-modal,,,,,,,todo,
118,Stockton University,NCAA D3,womens,New Jersey Athletic Conference,6.5,division-modal,,,,,,,todo,
118,Suffolk,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
118,Suffolk University,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
118,SUNY Alfred State,NCAA D3,womens,Allegheny Mountain Collegiate Conference,6.2,rated,,,,,,,todo,
118,SUNY Buffalo State,NCAA D3,womens,State University of New York Athletic Conference,,,,,,,,,todo,
118,SUNY Canton,NCAA D3,womens,State University of New York Athletic Conference,,,,,,,,,todo,
118,SUNY Cobleskill,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
118,SUNY College at Brockport,NCAA D3,womens,Empire 8,,,,,,,,,todo,
118,SUNY College at Cortland,NCAA D3,womens,State University of New York Athletic Conference,6.2,rated,,,,,,,todo,
119,SUNY College at Geneseo,NCAA D3,womens,Empire 8,8.5,rated,,,,,,,todo,
119,SUNY Cortland,NCAA D3,mens,SUNYAC,6.2,rated,,,,,,,todo,
119,SUNY Delhi,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
119,SUNY Fredonia,NCAA D3,womens,State University of New York Athletic Conference,,,,,,,,,todo,
119,SUNY Geneseo,NCAA D3,mens,SUNYAC,8.5,rated,,,,,,,todo,
119,SUNY Maritime College,NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
119,SUNY Morrisville,NCAA D3,womens,State University of New York Athletic Conference,,,,,,,,,todo,
119,SUNY New Paltz,NCAA D3,mens+womens,SUNYAC,6.2,rated,,,,,,,todo,
119,SUNY Old Westbury,NCAA D3,mens+womens,Skyline,6.2,rated,,,,,,,todo,
119,SUNY Oneonta,NCAA D3,mens+womens,SUNYAC,6.2,rated,,,,,,,todo,
120,SUNY Oswego,NCAA D3,mens+womens,SUNYAC,6.2,rated,,,,,,,todo,
120,SUNY Plattsburgh,NCAA D3,womens,State University of New York Athletic Conference,,,,,,,,,todo,
120,SUNY Polytechnic Institute,NCAA D3,womens,Empire 8,,,,,,,,,todo,
120,SUNY Potsdam,NCAA D3,mens+womens,SUNYAC,6.2,rated,,,,,,,todo,
120,SUNY Purchase College,NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
120,Susquehanna,NCAA D3,mens,MAC Freedom,8,rated,,,,,,,todo,
120,Susquehanna University,NCAA D3,womens,Landmark Conference,8,rated,,,,,,,todo,
120,Swarthmore,NCAA D3,mens,Centennial,10,rated,,,,,,,todo,
120,Swarthmore College,NCAA D3,womens,Centennial Conference,10,rated,,,,,,,todo,
120,Sweet Briar College,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
121,Texas Lutheran University,NCAA D3,womens,Southern Collegiate Athletic Conference,8,rated,,,,,,,todo,
121,The College of New Jersey,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
121,The College of St. Scholastica,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
121,The College of Wooster,NCAA D3,womens,North Coast Athletic Conference,8.5,rated,,,,,,,todo,
121,The Sage Colleges,NCAA D3,womens,Empire 8,,,,,,,,,todo,
121,Thiel College,NCAA D3,womens,Presidents' Athletic Conference,,,,,,,,,todo,
121,Thomas College,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
121,Transylvania University,NCAA D3,womens,Heartland Collegiate Athletic Conference,,,,,,,,,todo,
121,Trine,NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
121,Trine University,NCAA D3,womens,Michigan Intercollegiate Athletic Association,6.5,division-modal,,,,,,,todo,
122,Trinity (CT),NCAA D3,mens,NESCAC,9.2,rated,,,,,,,todo,
122,Trinity (TX),NCAA D3,mens,SCAC,9.5,rated,,,,,,,todo,
122,Trinity College,NCAA D3,womens,New England Small College Athletic Conference,,,,,,,,,todo,
122,Trinity University,NCAA D3,womens,Southern Athletic Association,,,,,,,,,todo,
122,Trinity Washington University,NCAA D3,womens,Independent,,,,,,,,,todo,
122,Tufts,NCAA D3,mens,NESCAC,10,rated,,,,,,,todo,
122,Tufts University,NCAA D3,womens,New England Small College Athletic Conference,10,rated,,,,,,,todo,
122,UC Santa Cruz,NCAA D3,womens,,6,placeholder,,,,,,,todo,
122,UMass Boston,NCAA D3,womens,,6,placeholder,,,,,,,todo,
122,UMass Dartmouth,NCAA D3,womens,,6,placeholder,,,,,,,todo,
123,Union (NY),NCAA D3,mens,Liberty League,6.5,division-modal,,,,,,,todo,
123,Union College (NY),NCAA D3,womens,Liberty League,6.5,division-modal,,,,,,,todo,
123,United States Coast Guard Academy,NCAA D3,womens,New England Women's and Men's Athletic Conference,,,,,,,,,todo,
123,United States Merchant Marine Academy,NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
123,University of California-Santa Cruz,NCAA D3,womens,Coast-to-Coast Athletic Conference,,,,,,,,,todo,
123,University of Chicago,NCAA D3,mens+womens,UAA,10,rated,,,,,,,todo,
123,University of Dallas,NCAA D3,womens,Southern Collegiate Athletic Conference,,,,,,,,,todo,
123,University of Dubuque,NCAA D3,womens,American Rivers Conference,,,,,,,,,todo,
123,University of Hartford,NCAA D3,womens,Conference of New England,,,,,,,,,todo,
123,University of La Verne,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
124,University of Lynchburg,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
124,University of Maine at Farmington,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
124,University of Maine at Presque Isle,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
124,University of Mary Hardin-Baylor,NCAA D3,womens,American Southwest Conference,,,,,,,,,todo,
124,University of Mary Washington,NCAA D3,womens,Coast-to-Coast Athletic Conference,,,,,,,,,todo,
124,University of Minnesota-Morris,NCAA D3,womens,Upper Midwest Athletic Conference,,,,,,,,,todo,
124,University of Mount Union,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
124,University of New England,NCAA D3,mens+womens,CCC,6.6,rated,,,,,,,todo,
124,University of Northwestern-St Paul,NCAA D3,womens,Upper Midwest Athletic Conference,,,,,,,,,todo,
124,University of Pittsburgh-Bradford,NCAA D3,womens,Allegheny Mountain Collegiate Conference,,,,,,,,,todo,
125,University of Pittsburgh-Greensburg,NCAA D3,womens,Allegheny Mountain Collegiate Conference,,,,,,,,,todo,
125,University of Puget Sound,NCAA D3,womens,Northwest Conference,8,rated,,,,,,,todo,
125,University of Redlands,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
125,University of Rochester,NCAA D3,womens,University Athletic Association,9.8,rated,,,,,,,todo,
125,University of Scranton,NCAA D3,womens,Landmark Conference,8.2,rated,,,,,,,todo,
125,University of St Thomas (TX),NCAA D3,womens,Southern Collegiate Athletic Conference,,,,,,,,,todo,
125,University of the Ozarks,NCAA D3,womens,Southern Collegiate Athletic Conference,,,,,,,,,todo,
125,University of Valley Forge,NCAA D3,womens,United East Conference,,,,,,,,,todo,
125,University of Wisconsin-Eau Claire,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
125,University of Wisconsin-La Crosse,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-Oshkosh,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-Platteville,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-River Falls,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-Stevens Point,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-Stout,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-Superior,NCAA D3,womens,Upper Midwest Athletic Conference,6.5,division-modal,,,,,,,todo,
126,University of Wisconsin-Whitewater,NCAA D3,womens,Wisconsin Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
126,Ursinus,NCAA D3,mens,Centennial,8,rated,,,,,,,todo,
126,Ursinus College,NCAA D3,womens,Centennial Conference,8,rated,,,,,,,todo,
126,Utica,NCAA D3,mens,Empire 8,6.5,division-modal,,,,,,,todo,
127,Utica University,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
127,Vassar College,NCAA D3,womens,Liberty League,,,,,,,,,todo,
127,Vermont State University-Castleton,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
127,Vermont State University-Johnson,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
127,Vermont State University-Lyndon,NCAA D3,womens,North Atlantic Conference,,,,,,,,,todo,
127,Virginia Wesleyan,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
127,Warren Wilson College,NCAA D3,womens,Coast-to-Coast Athletic Conference,,,,,,,,,todo,
127,Wartburg,NCAA D3,mens,Iowa Conference,6.5,division-modal,,,,,,,todo,
127,Wartburg College,NCAA D3,womens,American Rivers Conference,6.5,division-modal,,,,,,,todo,
127,Washington (MO),NCAA D3,mens,UAA,10,rated,,,,,,,todo,
128,Washington & Jefferson,NCAA D3,mens,PAC,8,rated,,,,,,,todo,
128,Washington & Jefferson College,NCAA D3,womens,Presidents' Athletic Conference,8,rated,,,,,,,todo,
128,Washington & Lee,NCAA D3,mens,ODAC,10,rated,,,,,,,todo,
128,Washington and Lee University,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
128,Washington College,NCAA D3,womens,Centennial Conference,8,rated,,,,,,,todo,
128,Washington College (MD),NCAA D3,mens,Centennial,8,rated,,,,,,,todo,
128,Washington University in St Louis,NCAA D3,womens,University Athletic Association,,,,,,,,,todo,
128,Waynesburg,NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
128,Waynesburg University,NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
128,Webster,NCAA D3,mens,SLIAC,6.5,division-modal,,,,,,,todo,
129,Webster University,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
129,Wellesley College,NCAA D3,womens,New England Women's and Men's Athletic Conference,6.5,division-modal,,,,,,,todo,
129,Wentworth,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
129,Wentworth Institute of Technology,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
129,Wesleyan (CT),NCAA D3,mens,NESCAC,10,rated,,,,,,,todo,
129,Wesleyan (GA),NCAA D3,womens,Collegiate Conference of the South,6.5,division-modal,,,,,,,todo,
129,Wesleyan University,NCAA D3,womens,New England Small College Athletic Conference,6.5,division-modal,,,,,,,todo,
129,Western Connecticut,NCAA D3,mens,LEC,6.5,division-modal,,,,,,,todo,
129,Western New England,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
129,Western New England University,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
130,Westfield State,NCAA D3,mens,MASCAC,6.2,rated,,,,,,,todo,
130,Westfield State University,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.2,rated,,,,,,,todo,
130,Westminster (MO),NCAA D3,mens,SLIAC,6.5,division-modal,,,,,,,todo,
130,Westminster (PA),NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
130,Westminster College (PA),NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
130,Westminster University (MO),NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
130,Wheaton (IL),NCAA D3,mens,CCIW,8.8,rated,,,,,,,todo,
130,Wheaton (MA),NCAA D3,mens,NEWMAC,8.2,rated,,,,,,,todo,
130,Wheaton College (IL),NCAA D3,womens,College Conference of Illinois & Wisconsin,8.8,rated,,,,,,,todo,
130,Wheaton College (MA),NCAA D3,womens,New England Women's and Men's Athletic Conference,8.2,rated,,,,,,,todo,
131,Whitman,NCAA D3,mens,NWC,9.2,rated,,,,,,,todo,
131,Whitman College,NCAA D3,womens,Northwest Conference,9.2,rated,,,,,,,todo,
131,Whittier College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
131,Whitworth,NCAA D3,mens,NWC,6.5,division-modal,,,,,,,todo,
131,Whitworth University,NCAA D3,womens,Northwest Conference,6.5,division-modal,,,,,,,todo,
131,Widener,NCAA D3,mens,MAC Commonwealth,6.5,division-modal,,,,,,,todo,
131,Widener University,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),6.5,division-modal,,,,,,,todo,
131,Wilkes,NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
131,Wilkes University,NCAA D3,womens,Landmark Conference,6.5,division-modal,,,,,,,todo,
131,Willamette University,NCAA D3,womens,Northwest Conference,,,,,,,,,todo,
132,William Paterson University,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
132,William Peace University,NCAA D3,womens,USA South Athletic Conference,,,,,,,,,todo,
132,Williams,NCAA D3,mens,NESCAC,10,rated,,,,,,,todo,
132,Williams College,NCAA D3,womens,New England Small College Athletic Conference,10,rated,,,,,,,todo,
132,Wilmington (OH),NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
132,Wilmington College,NCAA D3,womens,Ohio Athletic Conference,,,,,,,,,todo,
132,Wilson College,NCAA D3,womens,United East Conference,,,,,,,,,todo,
132,Wisconsin Lutheran College,NCAA D3,womens,Northern Athletics Collegiate Conference,8,rated,,,,,,,todo,
132,Wisconsin-Eau Claire,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
132,Wisconsin-La Crosse,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-Oshkosh,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-Platteville,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-River Falls,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-Stevens Point,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-Stout,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-Superior,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wisconsin-Whitewater,NCAA D3,mens,WIAC,6.5,division-modal,,,,,,,todo,
133,Wittenberg,NCAA D3,mens,OAC,7.8,rated,,,,,,,todo,
133,Wittenberg University,NCAA D3,womens,North Coast Athletic Conference,7.8,rated,,,,,,,todo,
133,Worcester Polytechnic,NCAA D3,mens,NEWMAC,9.5,rated,,,,,,,todo,
134,Worcester Polytechnic Institute,NCAA D3,womens,New England Women's and Men's Athletic Conference,9.5,rated,,,,,,,todo,
134,Worcester State,NCAA D3,mens,MASCAC,6.2,rated,,,,,,,todo,
134,Worcester State University,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.2,rated,,,,,,,todo,
134,Yeshiva,NCAA D3,mens,Skyline,8.8,rated,,,,,,,todo,
134,Yeshiva University,NCAA D3,womens,Skyline Conference,8.8,rated,,,,,,,todo,
134,York (PA),NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
134,York College of Pennsylvania,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),,,,,,,,,todo,
